,0,1,2,3,4
0,0,5.983066666666667,0.995,"[1, 7, 15, 11, 2, 12, 11, 5, 7, 5, 9, 12, 14, 11, 14, 13, 6, 13, 9, 9, 2, 7, 6, 1, 7, 15, 6, 8, 8, 10, 14, 13, 2, 0, 0, 10, 11, 0, 13, 2, 4, 12, 12, 4, 5, 0, 6, 4]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 0.67 1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
1,1,5.6853333333333325,0.990025,"[8, 5, 10, 0, 1, 15, 14, 15, 15, 0, 9, 2, 10, 11, 5, 3, 13, 9, 10, 3, 0, 1, 4, 6, 6, 6, 2, 15, 4, 10, 3, 14, 0, 3, 12, 12, 13, 2, 9, 11, 6, 4, 1, 11, 14, 2, 4, 13]","[0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
2,2,5.5856999999999974,0.985074875,"[6, 10, 1, 0, 7, 13, 6, 14, 3, 15, 13, 4, 9, 4, 10, 1, 1, 4, 2, 5, 10, 0, 6, 0, 13, 9, 3, 12, 14, 15, 2, 0, 12, 11, 14, 7, 4, 6, 3, 13, 9, 9, 8, 2, 12, 1, 10, 14]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67
 0.67 0.67 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
3,3,5.1970333333333345,0.9801495006250001,"[15, 12, 10, 12, 2, 14, 12, 15, 4, 8, 1, 5, 6, 3, 13, 9, 13, 5, 2, 6, 1, 4, 2, 12, 8, 7, 6, 10, 9, 10, 9, 15, 0, 8, 6, 0, 8, 15, 10, 11, 9, 13, 4, 14, 0, 0, 7, 13]","[0.33 0.33 0.33 0.67 0.67 0.67 1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
4,4,5.040299999999999,0.9752487531218751,"[2, 4, 1, 15, 8, 2, 13, 5, 14, 15, 9, 2, 4, 10, 2, 4, 3, 9, 3, 15, 11, 6, 14, 12, 11, 3, 1, 6, 3, 9, 9, 6, 0, 14, 5, 8, 11, 14, 4, 1, 6, 15, 0, 13, 7, 5, 12, 12]","[0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 1.   1.   1.
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
5,5,5.757066666666666,0.9703725093562657,"[5, 0, 13, 3, 9, 11, 15, 10, 5, 15, 0, 9, 2, 6, 10, 3, 8, 10, 7, 5, 7, 4, 8, 1, 5, 12, 3, 10, 0, 13, 15, 0, 11, 2, 14, 2, 6, 6, 14, 12, 4, 2, 1, 1, 3, 1, 14, 6]","[0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67
 0.67 0.67 0.67 1.   1.   1.   1.   1.   1.   1.   1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
6,6,5.1583999999999985,0.9655206468094844,"[13, 0, 14, 10, 0, 7, 2, 12, 5, 2, 10, 15, 12, 9, 14, 1, 2, 14, 5, 10, 6, 6, 10, 9, 12, 12, 11, 9, 11, 8, 13, 2, 13, 8, 15, 8, 6, 4, 14, 15, 4, 1, 4, 6, 11, 15, 3, 1]","[0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67
 0.67 0.67 1.   1.   1.   1.   1.   1.   1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
7,7,5.207133333333335,0.960693043575437,"[15, 6, 1, 11, 13, 10, 5, 11, 14, 14, 2, 2, 4, 0, 4, 3, 10, 1, 11, 11, 13, 8, 4, 12, 15, 7, 10, 12, 6, 6, 2, 1, 12, 12, 4, 8, 2, 5, 15, 15, 14, 9, 0, 6, 1, 10, 10, 8]","[0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 0.67
 0.67 0.67 0.67 0.67 1.   1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.67 1.67]"
8,8,4.206633333333334,0.9558895783575597,"[7, 15, 14, 11, 4, 2, 9, 9, 8, 4, 4, 1, 7, 15, 15, 15, 7, 14, 4, 0, 2, 2, 14, 0, 13, 0, 10, 2, 14, 6, 11, 13, 12, 10, 6, 1, 5, 7, 13, 1, 0, 8, 3, 9, 11, 6, 10, 6]","[0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 1.   1.   1.   1.
 1.   1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
9,9,5.756633333333335,0.9511101304657719,"[4, 7, 9, 3, 10, 2, 1, 10, 7, 6, 4, 6, 13, 5, 9, 1, 15, 15, 9, 3, 2, 6, 11, 3, 10, 15, 5, 13, 12, 4, 3, 9, 12, 15, 10, 13, 14, 0, 13, 11, 0, 14, 5, 2, 4, 1, 2, 7]","[0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.67 0.67 0.67 0.67 0.67 0.67 0.67
 0.67 0.67 0.67 0.67 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33 1.33
 1.33 1.33 1.33 1.33 1.33 1.33]"
