,0,1,2,3,4
10,10,4.315766666666668,0.946354579813443,"[3, 12, 4, 3, 5, 7, 0, 1, 7, 12, 9, 0, 8, 11, 13, 3, 3, 15, 8, 2, 4, 12, 10, 8, 7, 7, 10, 11, 11, 8, 12, 6, 11, 4, 2, 13, 4, 10, 15, 13, 2, 2, 9, 14, 9, 5, 5, 1]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
11,11,4.791,0.9416228069143757,"[3, 6, 8, 9, 11, 8, 12, 9, 1, 12, 14, 12, 0, 12, 9, 10, 4, 1, 9, 10, 6, 10, 6, 8, 14, 10, 5, 3, 7, 0, 7, 11, 0, 13, 13, 15, 11, 1, 15, 3, 11, 13, 15, 1, 2, 2, 4, 13]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
12,12,5.2229,0.9369146928798039,"[9, 8, 9, 2, 6, 7, 7, 7, 0, 14, 9, 12, 3, 12, 15, 0, 11, 4, 2, 5, 10, 10, 7, 14, 0, 5, 3, 5, 9, 15, 15, 11, 12, 6, 8, 3, 15, 0, 5, 1, 8, 12, 8, 2, 1, 4, 14, 1]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
13,13,4.733233333333331,0.9322301194154049,"[2, 13, 14, 13, 14, 11, 3, 8, 1, 3, 7, 3, 6, 13, 10, 9, 5, 4, 13, 0, 13, 7, 10, 1, 7, 14, 15, 14, 11, 15, 4, 12, 15, 10, 7, 3, 11, 2, 8, 12, 11, 4, 8, 8, 1, 9, 5, 9]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
14,14,4.841866666666666,0.9275689688183278,"[5, 5, 10, 15, 12, 9, 6, 7, 14, 9, 6, 10, 2, 10, 10, 14, 0, 13, 0, 7, 3, 5, 14, 7, 3, 2, 3, 15, 5, 4, 7, 3, 8, 11, 14, 6, 4, 11, 1, 8, 0, 12, 15, 13, 13, 1, 13, 9]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
15,15,5.297933333333333,0.9229311239742362,"[7, 8, 4, 13, 10, 1, 14, 12, 13, 3, 12, 2, 12, 8, 5, 6, 12, 3, 10, 11, 7, 9, 4, 9, 8, 14, 10, 0, 13, 14, 10, 11, 1, 9, 1, 2, 8, 1, 7, 8, 0, 5, 6, 6, 9, 11, 3, 13]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
16,16,5.988833333333331,0.918316468354365,"[4, 1, 14, 10, 8, 3, 9, 11, 1, 0, 5, 14, 7, 0, 0, 4, 3, 6, 10, 12, 11, 8, 3, 12, 15, 10, 13, 14, 6, 11, 2, 4, 9, 0, 12, 3, 14, 11, 7, 2, 6, 6, 12, 13, 2, 10, 8, 5]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
17,17,5.572066666666668,0.9137248860125932,"[10, 0, 14, 14, 3, 3, 8, 12, 7, 8, 10, 2, 5, 4, 13, 9, 1, 14, 0, 9, 7, 2, 9, 9, 1, 15, 12, 7, 8, 0, 3, 8, 15, 15, 10, 10, 4, 12, 11, 8, 11, 2, 6, 14, 15, 5, 0, 3]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
18,18,5.3330666666666655,0.9091562615825302,"[8, 7, 8, 7, 4, 5, 1, 5, 11, 5, 8, 1, 9, 14, 10, 8, 3, 15, 9, 0, 3, 12, 11, 14, 14, 14, 13, 15, 5, 0, 0, 10, 2, 12, 3, 15, 9, 9, 2, 7, 13, 4, 15, 1, 7, 0, 11, 3]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
19,19,3.765466666666667,0.9046104802746175,"[9, 14, 1, 11, 3, 8, 15, 8, 11, 4, 9, 0, 7, 0, 6, 7, 13, 11, 12, 9, 9, 12, 4, 1, 12, 11, 13, 10, 13, 8, 0, 0, 10, 4, 7, 8, 8, 1, 2, 12, 1, 7, 8, 5, 14, 4, 13, 3]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
20,20,4.774033333333333,0.9000874278732445,"[7, 14, 2, 13, 1, 1, 8, 0, 6, 11, 12, 8, 5, 13, 5, 5, 11, 1, 4, 7, 15, 8, 8, 1, 2, 15, 13, 6, 14, 0, 15, 0, 12, 12, 8, 8, 11, 2, 9, 7, 0, 5, 2, 12, 9, 14, 3, 10]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
21,21,5.6486,0.8955869907338783,"[0, 5, 1, 5, 3, 12, 5, 10, 1, 2, 3, 0, 6, 14, 0, 7, 9, 1, 5, 11, 3, 12, 8, 12, 15, 9, 8, 3, 14, 14, 7, 2, 12, 11, 13, 2, 6, 11, 10, 6, 1, 10, 8, 9, 11, 9, 2, 13]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
22,22,4.449533333333332,0.8911090557802088,"[15, 0, 0, 14, 9, 7, 0, 1, 5, 4, 10, 1, 3, 5, 11, 4, 0, 9, 10, 11, 5, 14, 1, 9, 3, 1, 3, 7, 10, 8, 12, 10, 13, 5, 9, 3, 1, 11, 14, 13, 8, 7, 2, 13, 4, 15, 4, 7]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
23,23,4.949666666666667,0.8866535105013078,"[6, 11, 11, 3, 9, 4, 14, 0, 1, 14, 5, 1, 12, 6, 0, 4, 12, 4, 8, 4, 9, 15, 12, 12, 5, 1, 9, 1, 0, 10, 14, 5, 9, 10, 11, 10, 6, 3, 15, 13, 13, 6, 10, 2, 2, 3, 11, 14]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
24,24,5.158800000000003,0.8822202429488013,"[6, 15, 0, 1, 3, 9, 0, 1, 13, 3, 8, 2, 11, 13, 15, 9, 3, 9, 11, 0, 14, 1, 6, 10, 4, 4, 15, 15, 6, 5, 3, 12, 4, 1, 14, 4, 8, 2, 9, 0, 2, 12, 5, 12, 14, 0, 7, 6]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
25,25,4.450166666666671,0.8778091417340573,"[5, 5, 3, 1, 12, 10, 1, 4, 15, 12, 2, 0, 13, 0, 12, 8, 2, 3, 2, 10, 12, 2, 8, 11, 8, 3, 8, 2, 11, 13, 14, 9, 6, 14, 9, 10, 10, 13, 14, 9, 5, 5, 1, 9, 13, 0, 3, 14]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
26,26,6.479833333333335,0.8734200960253871,"[13, 0, 8, 5, 8, 7, 0, 3, 2, 15, 13, 6, 9, 14, 11, 4, 6, 1, 1, 12, 11, 11, 10, 14, 0, 3, 5, 4, 7, 11, 14, 2, 9, 10, 8, 2, 6, 10, 3, 10, 6, 7, 15, 9, 9, 15, 5, 2]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
27,27,5.2292,0.8690529955452602,"[5, 8, 3, 11, 2, 3, 9, 8, 4, 1, 3, 5, 15, 6, 1, 2, 0, 14, 0, 12, 13, 2, 14, 0, 5, 0, 14, 13, 10, 0, 13, 8, 15, 14, 1, 11, 13, 11, 8, 2, 4, 10, 3, 1, 9, 9, 5, 7]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
28,28,5.5471,0.8647077305675338,"[4, 14, 11, 14, 8, 15, 1, 8, 0, 15, 13, 10, 15, 10, 7, 9, 0, 0, 5, 3, 2, 11, 11, 10, 8, 14, 1, 2, 3, 7, 1, 0, 9, 6, 15, 13, 8, 14, 5, 4, 9, 8, 8, 9, 5, 7, 13, 2]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
29,29,4.618466666666667,0.8603841919146962,"[6, 11, 3, 3, 10, 13, 11, 10, 4, 1, 14, 8, 9, 3, 8, 13, 6, 5, 1, 11, 12, 13, 8, 11, 7, 5, 3, 12, 6, 10, 8, 0, 5, 9, 5, 1, 15, 8, 8, 0, 6, 0, 10, 4, 12, 0, 7, 15]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
30,30,5.219166666666666,0.8560822709551227,"[5, 12, 4, 0, 2, 9, 10, 12, 12, 12, 4, 0, 6, 6, 0, 14, 2, 1, 8, 11, 3, 4, 1, 7, 4, 7, 15, 11, 9, 3, 6, 13, 11, 7, 5, 15, 8, 8, 7, 5, 0, 9, 5, 6, 10, 3, 10, 11]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
31,31,4.985499999999999,0.851801859600347,"[5, 6, 13, 1, 14, 9, 0, 0, 0, 11, 13, 7, 2, 15, 7, 0, 1, 14, 4, 14, 11, 8, 8, 11, 4, 3, 12, 6, 5, 4, 8, 8, 13, 15, 12, 1, 2, 1, 9, 8, 10, 12, 5, 12, 11, 13, 14, 10]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
32,32,4.8573666666666675,0.8475428503023453,"[15, 12, 9, 12, 0, 9, 14, 8, 9, 7, 9, 13, 14, 6, 13, 11, 4, 6, 6, 1, 3, 1, 4, 15, 10, 2, 2, 4, 12, 8, 12, 15, 4, 7, 13, 2, 3, 6, 1, 2, 15, 10, 10, 5, 11, 8, 11, 3]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
33,33,4.714,0.8433051360508336,"[5, 13, 12, 5, 6, 8, 13, 4, 9, 13, 14, 2, 13, 9, 1, 9, 3, 0, 9, 5, 11, 2, 0, 14, 6, 10, 5, 7, 3, 1, 6, 7, 10, 3, 3, 6, 2, 7, 1, 10, 1, 12, 4, 14, 15, 15, 1, 0]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
34,34,5.561666666666667,0.8390886103705794,"[14, 8, 12, 1, 4, 10, 9, 5, 11, 6, 8, 7, 6, 3, 9, 8, 3, 6, 15, 4, 9, 8, 12, 0, 4, 10, 12, 2, 1, 0, 3, 14, 14, 0, 13, 4, 1, 15, 5, 0, 1, 5, 2, 8, 14, 9, 12, 8]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
35,35,5.825533333333333,0.8348931673187264,"[14, 9, 5, 1, 2, 5, 13, 11, 13, 2, 5, 10, 0, 10, 0, 9, 13, 6, 11, 1, 4, 2, 7, 13, 14, 15, 1, 1, 7, 6, 3, 12, 11, 12, 3, 4, 10, 9, 6, 1, 11, 1, 4, 4, 7, 15, 2, 5]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
36,36,2.9854666666666665,0.8307187014821328,"[5, 5, 15, 0, 12, 6, 6, 12, 5, 0, 4, 2, 0, 0, 5, 2, 7, 0, 0, 13, 14, 8, 11, 13, 14, 1, 12, 8, 12, 13, 14, 4, 8, 11, 15, 3, 1, 4, 11, 4, 6, 10, 8, 3, 14, 15, 3, 6]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
37,37,4.3937333333333335,0.8265651079747222,"[8, 11, 15, 5, 7, 8, 6, 13, 6, 11, 9, 11, 12, 8, 13, 15, 5, 5, 4, 5, 12, 10, 12, 13, 7, 6, 7, 10, 11, 12, 0, 4, 13, 14, 8, 10, 2, 7, 8, 6, 15, 1, 14, 4, 3, 0, 14, 3]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
38,38,4.975666666666666,0.8224322824348486,"[10, 5, 2, 13, 11, 5, 0, 3, 9, 13, 6, 12, 12, 11, 4, 9, 9, 6, 12, 12, 3, 5, 6, 10, 13, 13, 5, 8, 0, 15, 6, 11, 7, 2, 10, 1, 14, 8, 11, 1, 9, 10, 7, 14, 8, 7, 15, 1]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
39,39,3.5833666666666675,0.8183201210226743,"[11, 0, 7, 13, 4, 1, 5, 0, 7, 0, 3, 1, 0, 6, 6, 8, 14, 2, 5, 1, 6, 4, 1, 9, 11, 2, 2, 4, 6, 2, 11, 4, 7, 14, 7, 9, 11, 10, 14, 14, 11, 12, 15, 13, 13, 10, 8, 8]","[0.33 0.33 0.33 0.33 0.33 0.33 0.67 1.   1.33 1.33 1.67 1.67 1.67 2.
 2.33 2.33 2.33 2.33 2.33 2.67 3.   3.   3.33 3.33 3.67 3.67 3.67 4.
 4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.   4.
 4.   4.   4.   4.   4.   4.  ]"
