x,y,z,policyname,LR,gamma,batch_size,runtime,turnspc,trialv,ncpu
15,15,4,MlpPolicy,0.001,0.99,N/A,41400,0.1,scalar,1
15,15,4,MlpPolicy,0.001,0.99,N/A,41400,0.1,scalar,2
15,15,4,MlpPolicy,0.001,0.99,N/A,41400,0.1,scalar,4
15,15,4,MlpPolicy,0.001,0.99,N/A,41400,0.1,scalar,8
