x,y,z,policyname,LR,gamma,batch_size,runtime,turnspc,trialv,ncpu
20,20,6,MlpPolicy,0.0001,0.995,N/A,41400,0.05,dqn005,1
20,20,6,MlpPolicy,0.00001,0.995,N/A,41400,0.05,dqn005,1
20,20,6,MlpPolicy,0.0001,0.995,N/A,41400,0.1,dqn01,1
20,20,6,MlpPolicy,0.00001,0.995,N/A,41400,0.1,dqn01,1
20,20,6,MlpPolicy,0.0001,0.995,N/A,41400,0.2,dqn02,1
20,20,6,MlpPolicy,0.00001,0.995,N/A,41400,0.2,dqn02,1
